county,active_dem,active_rep,active_uaf,total_active,inactive_dem,inactive_rep,inactive_uaf,total_inactive,grand_total,year,month
Teller,2509,7425,5412,15346,415,1013,1047,2475,17821,2015,sept
Washington,260,2071,492,2823,47,151,97,295,3118,2015,sept
Weld,32584,54593,55923,143100,4833,5525,9214,19572,162672,2015,sept
Yuma,804,2972,1570,5346,95,262,266,623,5969,2015,sept
Adams,75129,53355,78751,207235,15816,10535,21353,47704,254939,2014,apr
Alamosa,3046,2319,2247,7612,455,304,628,1387,8999,2014,apr
Arapahoe,107467,101928,114118,323513,18050,11636,22413,52099,375612,2014,apr
Archuleta,1754,3648,2298,7700,430,730,712,1872,9572,2014,apr
Baca,711,1201,600,2512,57,111,118,286,2798,2014,apr
Bent,812,806,628,2246,120,101,174,395,2641,2014,apr
Boulder,78193,35859,71503,185555,20993,10016,30449,61458,247013,2014,apr
Broomfield,10280,11521,13746,35547,1738,1691,2822,6251,41798,2014,apr
Chaffee,3069,4387,4098,11554,334,444,726,1504,13058,2014,apr
Cheyenne,166,815,298,1279,17,52,47,116,1395,2014,apr
Clear Creek,1968,1924,2594,6486,273,258,488,1019,7505,2014,apr
Conejos,2431,1714,666,4811,347,217,180,744,5555,2014,apr
Costilla,1580,310,396,2286,153,68,132,353,2639,2014,apr
Crowley,449,892,409,1750,61,76,91,228,1978,2014,apr
Custer,433,1875,744,3052,62,171,145,378,3430,2014,apr
Delta,3277,8415,5703,17395,652,1298,1414,3364,20759,2014,apr
Denver,167780,54282,120500,342562,45160,19827,52871,117858,460420,2014,apr
Dolores,383,623,426,1432,43,52,108,203,1635,2014,apr
Douglas,36537,87215,62543,186295,6908,14274,13492,34674,220969,2014,apr
Eagle,7228,7123,11418,25769,1594,1451,3614,6659,32428,2014,apr
El Paso,69920,143684,117412,331016,18894,25707,36080,80681,411697,2014,apr
Elbert,2161,8736,5105,16002,332,1142,908,2382,18384,2014,apr
Fremont,5133,10663,8395,24191,721,1258,1713,3692,27883,2014,apr
Garfield,6699,9212,11810,27721,868,1289,2678,4835,32556,2014,apr
Gilpin,1172,1028,1588,3788,124,110,239,473,4261,2014,apr
Grand,2105,3967,3358,9430,359,477,869,1705,11135,2014,apr
Gunnison,2737,2542,4073,9352,552,501,1430,2483,11835,2014,apr
Hinsdale,104,403,149,656,6,53,20,79,735,2014,apr
Huerfano,1950,991,1034,3975,355,268,338,961,4936,2014,apr
Jackson,121,719,146,986,15,79,46,140,1126,2014,apr
Jefferson,104130,112230,128905,345265,20420,19974,30364,70758,416023,2014,apr
Kiowa,176,522,229,927,13,43,39,95,1022,2014,apr
Kit Carson,638,2403,1195,4236,127,331,373,831,5067,2014,apr
La Plata,10034,10267,11942,32243,2689,2514,4342,9545,41788,2014,apr
Lake,1609,699,1163,3471,456,230,645,1331,4802,2014,apr
Larimer,52118,65916,78860,196894,7572,7275,16557,31404,228298,2014,apr
Las Animas,4091,1861,1847,7799,823,692,713,2228,10027,2014,apr
Lincoln,416,1512,678,2606,73,148,165,386,2992,2014,apr
Logan,1917,5333,3221,10471,345,603,865,1813,12284,2014,apr
Mesa,15941,36093,28825,80859,5223,9823,12132,27178,108037,2014,apr
Mineral,321,255,144,720,29,31,23,83,803,2014,apr
Moffat,878,3865,2143,6886,409,987,1131,2527,9413,2014,apr
Montezuma,3364,7011,4776,15151,680,1011,1254,2945,18096,2014,apr
Montrose,4150,10476,7701,22327,520,1180,1664,3364,25691,2014,apr
Morgan,2877,5614,4479,12970,417,502,927,1846,14816,2014,apr
Otero,3379,3609,2933,9921,345,290,478,1113,11034,2014,apr
Ouray,932,1308,1203,3443,166,278,326,770,4213,2014,apr
Park,2211,4356,4148,10715,401,733,923,2057,12772,2014,apr
Phillips,455,1480,679,2614,116,274,224,614,3228,2014,apr
Pitkin,4353,2202,5710,12265,854,588,1406,2848,15113,2014,apr
Prowers,1370,2661,1812,5843,158,260,393,811,6654,2014,apr
Pueblo,40322,22266,27119,89707,5719,3343,6951,16013,105720,2014,apr
Rio Blanco,353,2507,830,3690,59,287,277,623,4313,2014,apr
Rio Grande,2055,2719,1701,6475,339,404,419,1162,7637,2014,apr
Routt,4348,4454,6171,14973,841,784,1576,3201,18174,2014,apr
Saguache,1622,726,1129,3477,284,151,310,745,4222,2014,apr
San Juan,167,145,294,606,24,17,51,92,698,2014,apr
San Miguel,2066,834,1838,4738,547,250,810,1607,6345,2014,apr
Sedgwick,270,864,371,1505,13,70,65,148,1653,2014,apr
Summit,5026,4264,8264,17554,1471,1273,3581,6325,23879,2014,apr
Teller,2515,7321,5158,14994,348,923,845,2116,17110,2014,apr
Washington,293,1996,574,2863,57,189,141,387,3250,2014,apr
Weld,32384,51766,52314,136464,5876,6485,12127,24488,160952,2014,apr
Yuma,865,2850,1586,5301,121,294,330,745,6046,2014,apr
Adams,72638,52569,79440,204647,18987,12622,20877,52486,257133,2014,aug
Alamosa,2949,2242,2260,7451,569,375,610,1554,9005,2014,aug
Arapahoe,103607,99705,116253,319565,23672,15514,22132,61318,380883,2014,aug
Archuleta,1770,3880,2162,7812,423,696,735,1854,9666,2014,aug
Baca,697,1193,599,2489,58,115,113,286,2775,2014,aug
Bent,779,836,599,2214,151,121,176,448,2662,2014,aug
Boulder,76861,35081,72040,183982,23514,11031,30836,65381,249363,2014,aug
Broomfield,10253,11462,13915,35630,2052,1971,2809,6832,42462,2014,aug
Chaffee,2980,4374,4036,11390,450,579,777,1806,13196,2014,aug
Cheyenne,160,859,280,1299,17,54,48,119,1418,2014,aug
Clear Creek,1969,1936,2526,6431,314,307,479,1100,7531,2014,aug
Conejos,2383,1704,670,4757,393,238,178,809,5566,2014,aug
Costilla,1611,313,388,2312,168,79,133,380,2692,2014,aug
Crowley,439,897,406,1742,77,95,88,260,2002,2014,aug
Custer,438,1967,670,3075,67,188,143,398,3473,2014,aug
Delta,3227,8361,5632,17220,705,1459,1482,3646,20866,2014,aug
Denver,164283,53567,124212,342062,50413,21394,51840,123647,465709,2014,aug
Dolores,373,622,414,1409,50,66,115,231,1640,2014,aug
Douglas,37084,88711,60494,186289,7966,16264,13499,37729,224018,2014,aug
Eagle,7228,7146,11370,25744,1781,1603,3658,7042,32786,2014,aug
El Paso,68884,144057,116881,329822,21228,28441,37473,87142,416964,2014,aug
Elbert,2116,8722,5095,15933,383,1303,876,2562,18495,2014,aug
Fremont,5056,10770,8308,24134,844,1483,1681,4008,28142,2014,aug
Garfield,6480,8964,11987,27431,1193,1732,2579,5504,32935,2014,aug
Gilpin,1192,1101,1631,3924,118,98,234,450,4374,2014,aug
Grand,2008,4075,3300,9383,420,557,881,1858,11241,2014,aug
Gunnison,2666,2447,4145,9258,705,650,1390,2745,12003,2014,aug
Hinsdale,104,416,147,667,6,50,17,73,740,2014,aug
Huerfano,1985,1043,990,4018,334,253,354,941,4959,2014,aug
Jackson,113,691,152,956,22,117,45,184,1140,2014,aug
Jefferson,101844,111251,130566,343661,23104,21911,29846,74861,418522,2014,aug
Kiowa,167,533,220,920,18,47,39,104,1024,2014,aug
Kit Carson,615,2420,1157,4192,149,374,365,888,5080,2014,aug
La Plata,9894,10213,11681,31788,3123,2862,4323,10308,42096,2014,aug
Lake,1646,723,1075,3444,448,221,701,1370,4814,2014,aug
Larimer,51722,65808,78694,196224,9205,8965,16375,34545,230769,2014,aug
Las Animas,4059,1886,1841,7786,850,705,700,2255,10041,2014,aug
Lincoln,415,1511,653,2579,76,165,159,400,2979,2014,aug
Logan,1887,5306,3330,10523,364,683,803,1850,12373,2014,aug
Mesa,15654,35803,28867,80324,5535,10651,11961,28147,108471,2014,aug
Mineral,305,240,145,690,45,47,22,114,804,2014,aug
Moffat,836,3852,2129,6817,431,1047,1116,2594,9411,2014,aug
Montezuma,3202,6916,4746,14864,828,1295,1216,3339,18203,2014,aug
Montrose,4104,10612,7605,22321,604,1361,1643,3608,25929,2014,aug
Morgan,2785,5547,4483,12815,488,646,900,2034,14849,2014,aug
Otero,3340,3625,2927,9892,403,352,473,1228,11120,2014,aug
Ouray,921,1298,1199,3418,185,306,315,806,4224,2014,aug
Park,2182,4531,4018,10731,463,816,920,2199,12930,2014,aug
Phillips,463,1507,682,2652,110,262,222,594,3246,2014,aug
Pitkin,4046,2035,5731,11812,1272,807,1411,3490,15302,2014,aug
Prowers,1323,2699,1757,5779,210,345,376,931,6710,2014,aug
Pueblo,39567,22404,27223,89194,6449,3730,6881,17060,106254,2014,aug
Rio Blanco,336,2534,782,3652,73,343,276,692,4344,2014,aug
Rio Grande,2035,2668,1661,6364,401,483,406,1290,7654,2014,aug
Routt,4271,4409,6234,14914,999,926,1546,3471,18385,2014,aug
Saguache,1614,765,1070,3449,316,157,309,782,4231,2014,aug
San Juan,160,136,289,585,34,26,51,111,696,2014,aug
San Miguel,2028,816,1867,4711,614,280,796,1690,6401,2014,aug
Sedgwick,266,864,361,1491,18,86,69,173,1664,2014,aug
Summit,4954,4205,8298,17457,1686,1418,3521,6625,24082,2014,aug
Teller,2514,7265,5110,14889,410,1136,849,2395,17284,2014,aug
Washington,276,2069,512,2857,62,206,142,410,3267,2014,aug
Weld,31577,52123,51917,135617,7238,8365,11873,27476,163093,2014,aug
Yuma,825,2921,1542,5288,143,350,320,813,6101,2014,aug
Adams,74295,52510,76403,203208,17626,11899,23385,52910,256118,2013,dec
Alamosa,3051,2300,2211,7562,559,369,700,1628,9190,2013,dec
Arapahoe,105915,100590,110113,316618,22013,15237,26073,63323,379941,2013,dec
Archuleta,1739,3564,2203,7506,577,1153,889,2619,10125,2013,dec
Baca,701,1185,564,2450,88,145,150,383,2833,2013,dec
Bent,811,788,616,2215,188,143,241,572,2787,2013,dec
Boulder,77246,35561,69200,182007,22342,10578,31854,64774,246781,2013,dec
Broomfield,10043,11356,13065,34464,2232,2177,3579,7988,42452,2013,dec
Chaffee,3050,4321,3982,11353,440,555,873,1868,13221,2013,dec
Cheyenne,164,814,292,1270,25,67,53,145,1415,2013,dec
Clear Creek,1940,1885,2463,6288,432,440,725,1597,7885,2013,dec
Conejos,2431,1695,644,4770,358,232,182,772,5542,2013,dec
Costilla,1567,303,373,2243,232,102,172,506,2749,2013,dec
Crowley,445,876,383,1704,84,110,126,320,2024,2013,dec
Custer,477,1704,747,2928,63,187,152,402,3330,2013,dec
Delta,3303,8439,5619,17361,733,1440,1513,3686,21047,2013,dec
Denver,166155,53543,116586,336284,46073,20252,53530,119855,456139,2013,dec
Dolores,386,626,416,1428,56,76,126,258,1686,2013,dec
Douglas,35975,85291,60325,181591,7290,15208,14224,36722,218313,2013,dec
Eagle,7166,7010,11131,25307,1759,1661,3976,7396,32703,2013,dec
El Paso,68938,141573,113121,323632,21760,30173,40079,92012,415644,2013,dec
Elbert,2121,8507,4906,15534,363,1269,976,2608,18142,2013,dec
Fremont,5130,10570,8104,23804,820,1443,1872,4135,27939,2013,dec
Garfield,6643,9091,11438,27172,1015,1513,2985,5513,32685,2013,dec
Gilpin,1177,997,1530,3704,363,296,644,1303,5007,2013,dec
Grand,2100,3920,3247,9267,625,871,1284,2780,12047,2013,dec
Gunnison,2702,2515,3936,9153,581,533,1496,2610,11763,2013,dec
Hinsdale,103,392,139,634,9,56,20,85,719,2013,dec
Huerfano,1936,977,1017,3930,367,274,353,994,4924,2013,dec
Jackson,121,687,162,970,16,87,33,136,1106,2013,dec
Jefferson,103189,111071,124901,339161,21794,21475,32121,75390,414551,2013,dec
Kiowa,183,508,225,916,11,46,39,96,1012,2013,dec
Kit Carson,636,2367,1155,4158,136,347,389,872,5030,2013,dec
La Plata,9839,10093,11476,31408,2951,2723,4703,10377,41785,2013,dec
Lake,1608,667,1132,3407,557,301,730,1588,4995,2013,dec
Larimer,51608,65040,76249,192897,9040,8728,18491,36259,229156,2013,dec
Las Animas,4097,1847,1823,7767,853,718,741,2312,10079,2013,dec
Lincoln,419,1499,654,2572,95,193,204,492,3064,2013,dec
Logan,1927,5319,3142,10388,378,652,913,1943,12331,2013,dec
Mesa,15792,35655,27928,79375,5502,10408,12657,28567,107942,2013,dec
Mineral,326,249,140,715,64,59,32,155,870,2013,dec
Moffat,878,3829,2066,6773,427,1061,1186,2674,9447,2013,dec
Montezuma,3333,6900,4661,14894,1262,1749,1836,4847,19741,2013,dec
Montrose,4141,10349,7557,22047,589,1332,1809,3730,25777,2013,dec
Morgan,2853,5552,4364,12769,590,867,1176,2633,15402,2013,dec
Otero,3355,3554,2812,9721,592,546,712,1850,11571,2013,dec
Ouray,919,1308,1186,3413,176,289,338,803,4216,2013,dec
Park,2195,4278,4023,10496,532,995,1272,2799,13295,2013,dec
Phillips,448,1459,631,2538,126,290,240,656,3194,2013,dec
Pitkin,4333,2186,5605,12124,849,591,1397,2837,14961,2013,dec
Prowers,1374,2528,1793,5695,242,439,546,1227,6922,2013,dec
Pueblo,40157,21954,26397,88508,8285,4896,9295,22476,110984,2013,dec
Rio Blanco,362,2471,810,3643,71,371,328,770,4413,2013,dec
Rio Grande,2029,2700,1647,6376,400,491,475,1366,7742,2013,dec
Routt,4290,4390,5998,14678,1023,990,1883,3896,18574,2013,dec
Saguache,1600,712,1088,3400,319,160,326,805,4205,2013,dec
San Juan,159,136,276,571,27,17,55,99,670,2013,dec
San Miguel,2054,830,1821,4705,632,291,894,1817,6522,2013,dec
Sedgwick,271,857,369,1497,15,73,66,154,1651,2013,dec
Summit,4907,4150,8037,17094,2257,1923,4890,9070,26164,2013,dec
Teller,2509,7197,4991,14697,460,1127,1110,2697,17394,2013,dec
Washington,299,1971,562,2832,72,235,168,475,3307,2013,dec
Weld,32178,50760,50568,133506,7552,9269,14877,31698,165204,2013,dec
Yuma,863,2798,1565,5226,189,505,472,1166,6392,2013,dec
Adams,74838,53004,77637,205479,16751,11174,22403,50328,255807,2014,feb
Alamosa,3046,2309,2223,7578,507,325,663,1495,9073,2014,feb
Arapahoe,106833,101325,112111,320269,19393,12545,23361,55299,375568,2014,feb
Archuleta,1751,3605,2244,7600,438,758,727,1923,9523,2014,feb
Baca,703,1195,584,2482,81,131,143,355,2837,2014,feb
Bent,810,789,623,2222,121,103,179,403,2625,2014,feb
Boulder,77873,35761,70412,184046,21393,10183,30946,62522,246568,2014,feb
Broomfield,10226,11479,13524,35229,2204,2167,3525,7896,43125,2014,feb
Chaffee,3062,4348,4023,11433,429,525,836,1790,13223,2014,feb
Cheyenne,164,814,291,1269,21,60,52,133,1402,2014,feb
Clear Creek,1967,1923,2555,6445,393,398,686,1477,7922,2014,feb
Conejos,2429,1709,652,4790,354,226,182,762,5552,2014,feb
Costilla,1573,307,384,2264,221,99,166,486,2750,2014,feb
Crowley,454,885,400,1739,62,79,93,234,1973,2014,feb
Custer,459,1764,758,2981,63,177,147,387,3368,2014,feb
Delta,3323,8480,5693,17496,708,1403,1476,3587,21083,2014,feb
Denver,167148,54050,118566,339764,45422,19940,53054,118416,458180,2014,feb
Dolores,385,630,421,1436,43,54,108,205,1641,2014,feb
Douglas,36385,86604,61650,184639,6937,14301,13579,34817,219456,2014,feb
Eagle,7201,7063,11255,25519,1618,1486,3687,6791,32310,2014,feb
El Paso,69366,142575,115526,327467,20325,27405,37841,85571,413038,2014,feb
Elbert,2149,8639,5023,15811,338,1167,921,2426,18237,2014,feb
Fremont,5134,10630,8259,24023,730,1272,1707,3709,27732,2014,feb
Garfield,6685,9169,11627,27481,980,1453,2922,5355,32836,2014,feb
Gilpin,1176,1007,1559,3742,123,112,244,479,4221,2014,feb
Grand,2101,3943,3300,9344,537,706,1129,2372,11716,2014,feb
Gunnison,2715,2524,4013,9252,561,512,1450,2523,11775,2014,feb
Hinsdale,105,399,146,650,6,53,20,79,729,2014,feb
Huerfano,1942,988,1026,3956,361,269,344,974,4930,2014,feb
Jackson,122,696,172,990,15,80,33,128,1118,2014,feb
Jefferson,103816,111878,127164,342858,20726,20256,30773,71755,414613,2014,feb
Kiowa,182,509,231,922,11,44,39,94,1016,2014,feb
Kit Carson,637,2388,1179,4204,131,338,378,847,5051,2014,feb
La Plata,9993,10230,11796,32019,2759,2577,4456,9792,41811,2014,feb
Lake,1616,688,1158,3462,463,242,646,1351,4813,2014,feb
Larimer,51940,65572,77683,195195,8635,8202,17827,34664,229859,2014,feb
Las Animas,4099,1850,1837,7786,834,701,726,2261,10047,2014,feb
Lincoln,420,1508,667,2595,74,150,168,392,2987,2014,feb
Logan,1921,5327,3195,10443,353,606,871,1830,12273,2014,feb
Mesa,15919,36007,28505,80431,5296,9934,12253,27483,107914,2014,feb
Mineral,321,253,145,719,29,31,23,83,802,2014,feb
Moffat,883,3847,2113,6843,412,998,1147,2557,9400,2014,feb
Montezuma,3354,6948,4744,15046,1127,1557,1715,4399,19445,2014,feb
Montrose,4151,10412,7608,22171,571,1270,1762,3603,25774,2014,feb
Morgan,2874,5573,4425,12872,555,812,1125,2492,15364,2014,feb
Otero,3378,3588,2885,9851,499,455,631,1585,11436,2014,feb
Ouray,933,1306,1191,3430,166,282,333,781,4211,2014,feb
Park,2210,4324,4095,10629,491,899,1178,2568,13197,2014,feb
Phillips,446,1468,652,2566,123,281,228,632,3198,2014,feb
Pitkin,4339,2191,5649,12179,857,590,1406,2853,15032,2014,feb
Prowers,1376,2564,1814,5754,169,283,420,872,6626,2014,feb
Pueblo,40277,22112,26799,89188,6517,3949,7653,18119,107307,2014,feb
Rio Blanco,357,2490,819,3666,58,289,278,625,4291,2014,feb
Rio Grande,2044,2716,1680,6440,392,482,469,1343,7783,2014,feb
Routt,4338,4439,6100,14877,958,907,1774,3639,18516,2014,feb
Saguache,1606,716,1102,3424,298,152,315,765,4189,2014,feb
San Juan,161,142,283,586,25,17,53,95,681,2014,feb
San Miguel,2058,829,1825,4712,579,261,835,1675,6387,2014,feb
Sedgwick,271,857,372,1500,14,70,64,148,1648,2014,feb
Summit,4972,4219,8145,17336,2097,1759,4674,8530,25866,2014,feb
Teller,2512,7269,5093,14874,349,926,854,2129,17003,2014,feb
Washington,297,1969,564,2830,34,113,118,265,3095,2014,feb
Weld,32337,51326,51521,135184,6244,7020,12714,25978,161162,2014,feb
Yuma,868,2810,1579,5257,123,305,334,762,6019,2014,feb
Adams,74607,52836,77039,204482,17237,11558,23003,51798,256280,2014,jan
Alamosa,3045,2309,2215,7569,560,364,700,1624,9193,2014,jan
Arapahoe,106514,101079,111372,318965,20684,13765,24627,59076,378041,2014,jan
Archuleta,1748,3578,2219,7545,507,957,813,2277,9822,2014,jan
Baca,702,1190,569,2461,86,138,147,371,2832,2014,jan
Bent,814,789,620,2223,184,141,238,563,2786,2014,jan
Boulder,77559,35699,69814,183072,22044,10465,31596,64105,247177,2014,jan
Broomfield,10188,11439,13382,35009,2214,2161,3543,7918,42927,2014,jan
Chaffee,3062,4331,4006,11399,434,536,862,1832,13231,2014,jan
Cheyenne,164,812,292,1268,24,70,53,147,1415,2014,jan
Clear Creek,1959,1909,2527,6395,408,411,700,1519,7914,2014,jan
Conejos,2429,1704,649,4782,354,229,182,765,5547,2014,jan
Costilla,1570,305,381,2256,225,99,167,491,2747,2014,jan
Crowley,453,880,395,1728,82,106,125,313,2041,2014,jan
Custer,479,1720,762,2961,63,179,150,392,3353,2014,jan
Delta,3313,8475,5659,17447,718,1415,1485,3618,21065,2014,jan
Denver,166580,53769,117522,337871,45961,20194,53463,119618,457489,2014,jan
Dolores,386,630,417,1433,56,72,125,253,1686,2014,jan
Douglas,36241,86179,61163,183583,7021,14503,13776,35300,218883,2014,jan
Eagle,7190,7040,11195,25425,1754,1648,3966,7368,32793,2014,jan
El Paso,69101,141984,114397,325482,21447,29291,39398,90136,415618,2014,jan
Elbert,2138,8609,4967,15714,348,1201,938,2487,18201,2014,jan
Fremont,5131,10599,8184,23914,816,1426,1848,4090,28004,2014,jan
Garfield,6680,9144,11516,27340,989,1467,2942,5398,32738,2014,jan
Gilpin,1177,1001,1543,3721,301,248,563,1112,4833,2014,jan
Grand,2103,3941,3269,9313,616,861,1286,2763,12076,2014,jan
Gunnison,2706,2525,3985,9216,566,515,1459,2540,11756,2014,jan
Hinsdale,103,395,140,638,6,54,20,80,718,2014,jan
Huerfano,1942,981,1022,3945,361,271,347,979,4924,2014,jan
Jackson,121,691,170,982,16,80,33,129,1111,2014,jan
Jefferson,103777,111750,126355,341882,21245,20840,31403,73488,415370,2014,jan
Kiowa,183,508,230,921,11,45,38,94,1015,2014,jan
Kit Carson,639,2378,1172,4189,135,338,382,855,5044,2014,jan
La Plata,9899,10152,11595,31646,2913,2701,4663,10277,41923,2014,jan
Lake,1619,687,1164,3470,540,287,716,1543,5013,2014,jan
Larimer,51752,65295,76884,193931,8780,8371,18052,35203,229134,2014,jan
Las Animas,4098,1852,1832,7782,838,709,732,2279,10061,2014,jan
Lincoln,424,1504,664,2592,95,191,203,489,3081,2014,jan
Logan,1926,5329,3166,10421,377,648,905,1930,12351,2014,jan
Mesa,15839,35838,28206,79883,5424,10189,12473,28086,107969,2014,jan
Mineral,325,250,142,717,63,55,30,148,865,2014,jan
Moffat,884,3840,2108,6832,417,1029,1165,2611,9443,2014,jan
Montezuma,3356,6920,4718,14994,1239,1734,1817,4790,19784,2014,jan
Montrose,4139,10383,7563,22085,586,1305,1792,3683,25768,2014,jan
Morgan,2865,5575,4391,12831,577,835,1155,2567,15398,2014,jan
Otero,3377,3567,2862,9806,563,495,676,1734,11540,2014,jan
Ouray,928,1313,1190,3431,169,283,334,786,4217,2014,jan
Park,2213,4294,4062,10569,531,987,1265,2783,13352,2014,jan
Phillips,446,1465,639,2550,126,288,238,652,3202,2014,jan
Pitkin,4331,2185,5606,12122,857,591,1406,2854,14976,2014,jan
Prowers,1376,2546,1803,5725,241,429,538,1208,6933,2014,jan
Pueblo,40196,22023,26590,88809,8213,4863,9235,22311,111120,2014,jan
Rio Blanco,358,2481,819,3658,71,366,327,764,4422,2014,jan
Rio Grande,2039,2713,1668,6420,395,485,472,1352,7772,2014,jan
Routt,4322,4426,6073,14821,975,933,1802,3710,18531,2014,jan
Saguache,1598,714,1093,3405,318,160,325,803,4208,2014,jan
San Juan,162,139,276,577,27,17,54,98,675,2014,jan
San Miguel,2060,832,1823,4715,618,286,886,1790,6505,2014,jan
Sedgwick,273,851,370,1494,15,73,68,156,1650,2014,jan
Summit,4936,4211,8100,17247,2205,1868,4844,8917,26164,2014,jan
Teller,2508,7219,5047,14774,450,1108,1100,2658,17432,2014,jan
Washington,299,1971,563,2833,70,234,165,469,3302,2014,jan
Weld,32320,51117,51128,134565,7371,8896,14517,30784,165349,2014,jan
Yuma,867,2804,1572,5243,184,489,468,1141,6384,2014,jan
Adams,72416,52419,79038,203873,19186,12707,20831,52724,256597,2014,july
Alamosa,2932,2242,2248,7422,581,397,611,1589,9011,2014,july
Arapahoe,102866,99310,114821,316997,24009,15697,22099,61805,378802,2014,july
Archuleta,1769,3882,2147,7798,427,695,740,1862,9660,2014,july
Baca,698,1191,585,2474,63,125,115,303,2777,2014,july
Bent,779,831,593,2203,152,122,178,452,2655,2014,july
Boulder,76259,34932,71111,182302,24186,11375,31108,66669,248971,2014,july
Broomfield,10154,11436,13775,35365,2122,2027,2811,6960,42325,2014,july
Chaffee,2963,4361,3997,11321,452,584,780,1816,13137,2014,july
Cheyenne,159,854,277,1290,20,55,49,124,1414,2014,july
Clear Creek,1959,1924,2506,6389,319,311,482,1112,7501,2014,july
Conejos,2384,1703,671,4758,394,239,180,813,5571,2014,july
Costilla,1608,307,381,2296,173,84,134,391,2687,2014,july
